gene_ID	length
BACH2	4258
BAD	999.5
BAG1	1382
BAG2	1217
BAG3	2427
BAG4	4268.5
BAG5	4090.5
BAHCC1	10603
BAHD1	5647.88888888889
BAIAP2	2587.16666666667
BAIAP2L1	2026
BAIAP2L2	2170
BAIAP3	4019
BAK1	2135.2
BAMBI	1553
BANF1	769
BANF2	733.5
BANK1	3181
BANP	2580.60869565217
BAP1	3620.66666666667
BARD1	4609
BARHL1	3826
BARHL2	4191.5
BARX1	1477
BARX2	1987
BASP1	1864
BATF	1258
BATF2	1936.25
BATF3	991
BAZ1A	5685.8
BAZ1B	5948.25
BAZ2A	6353.2
BAZ2B	7737.97435897436
BB_R133_JSM474C8F	211
BB_R333_JSM7053BR	705
BBC3	1740.33333333333
BBIP1	2149.16666666667
BBOF1	2446.5
BBOX1	1662.33333333333
BBS1	3691
BBS10	3094
BBS12	2602
BBS2	2814
BBS4	2696
BBS5	1601
BBS7	3620
BBS9	3997.41666666667
BBX	5774.73333333333
BCAM	2422
BCAN	5113.71428571429
BCAP29	5751.75
BCAP31	997
BCAR1	3888.83333333333
BCAR3	3689.2
BCAS1	3468.81818181818
BCAS2	1137.66666666667
BCAS3	3818.69230769231
BCAS4	1416.33333333333
BCAT1	6779.625
BCCIP	1333
BCDIN3D	1727
BCHE	2440.5
BCKDHA	2083
BCKDHB	2267.5
BCKDK	1816.5
BCL10	2808
BCL11A	4762
BCL11B	7253.4
BCL2	7215.66666666667
BCL2A1	1027
BCL2L1	2726.4
BCL2L11	4367.66666666667
BCL2L12	914.25
BCL2L13	3067.26315789474
BCL2L14	1412.7
BCL2L15	1115
BCL3	1780
BCL6	4337.83333333333
BCL6B	3778.5
BCL7A	4352.66666666667
BCL7B	1822.25
BCL7C	1979
BCL9	5692.8
BCL9L	5979
BCLAF1	4878.28571428571
BCLAF3	6189.11111111111
BCO1	2644
BCO2	3148.25
BCOR	5941.07142857143
BCORL1	7621.88888888889
BCR	5857.66666666667
BDH1	1727.66666666667
BDH2	996.5
BDKRB1	1492
BDKRB2	5919
BDNF	4022.16666666667
BDP1	9576.22222222222
BECN1	2213.1875
BECN2	1949
BEGAIN	2858.8
BEND2	4595
BEND3	6825
BEND4	8378.5
BEND5	1723
BEND6	2288.3
BEND7	2583
BEST1	2526.33333333333
BEST2	3296
BEST3	4089.75
BEST4	2075.5
BET1	1491
BET1L	1574
BEX1	679
BEX2	867
BEX3	943.5
BEX4	1205.5
BEX5	593
BFAR	2978.66666666667
BFSP1	2976
BFSP2	1583
BGLAP	1993
BGN	2542
BHLHA15	3434
BHLHA9	2888
BHLHB9	5260
BHLHE22	3286
BHLHE23	3822
BHLHE41	4807
BHMG1	2431
BHMT	2488
BHMT2	1717
BICC1	5484
BICD1	8235.66666666667
BICD2	4650
BICDL1	3407.85714285714
BICDL2	2829.57142857143
BICRA	6059.66666666667
BICRAL	7086.16666666667
BID	2236
BIK	1109
BIN1	2432.125
BIN2	2002.83333333333
BIN3	2095
BIRC2	4361.4
BIRC3	5228.66666666667
BIRC5	2327
BIRC6	16062.1111111111
BIRC7	1074
BIVM	3727.44444444444
BLCAP	5620.16666666667
BLID	2094
BLK	2473.6
BLM	4143
BLMH	1906.5
BLNK	1831
BLOC1S1	589
BLOC1S2	1453
BLOC1S3	1046
BLOC1S4	2865
BLOC1S5	1852.66666666667
BLOC1S6	2627
BLVRA	1262
BLVRB	849
BLZF1	2338
BMERB1	1906
BMF	4941
BMI1	2025
BMP1	4149
BMP10	7083
BMP15	8056
BMP2	3544
BMP2K	7934
BMP3	3638
BMP4	2106.4
BMP5	4380.5
BMP6	3768
BMP7	4017
BMP8A	3034
BMP8B	3863.33333333333
BMPER	3223.66666666667
BMPR1A	6921.41666666667
BMPR1B	6076
BMPR2	8613
BMT2	3841.5
BMX	2647.33333333333
BNC1	4729.66666666667
BNC2	12894
BNIP1	1187
BNIP3	1630
BNIP5	4096.66666666667
BNIPL	2596
BOC	5547
BOD1	5673
BOD1L1	10568.5
BOD1L2	1611
BOK	2489
BOLA1	1017.66666666667
BOLA2B	830.5
BOLA3	587.4
BOLL	865
BOP1	2397
BORA	2244.16666666667
BORCS5	1263
BORCS6	1902
BORCS7	2018
BORCS8	1305
BPGM	1635.85714285714
BPHL	1573
BPI	1878
BPIFA1	5163
BPIFA2	5585
BPIFA3	1123
BPIFB1	1904.5
BPIFB2	2790
BPIFB3	2017
BPIFB4	3193
BPIFB6	6690
BPIFC	2036.5
BPNT1	2251.5
BPTF	11083.7142857143
BRAF	3990
BRAP	3944.33333333333
BRAT1	3189.14285714286
BRCA1	5808
BRCA2	10280
BRCC3	2341.5
BRD1	6321.6
BRD2	4288.75
BRD3	4166.6
BRD4	5047
BRD7	2313.5
BRD8	3207
BRD9	2524.375
BRDT	3127.625
BRF2	2640
BRI3	786
BRI3BP	1124
BRICD5	1316
BRINP1	3277
BRINP2	3947
BRINP3	3744.66666666667
BRIP1	5040
BRIX1	1598
BRK1	1222
BRMS1	1531
BRMS1L	2725
BROX	2126.6
BRPF1	4815.58823529412
BRPF3	5902.83333333333
BRS3	1903
BRSK1	2971.33333333333
BRSK2	2890.33333333333
BRWD1	7036
BRWD3	11293.5
BSCL2	1832.57142857143
BSDC1	3738.44444444444
BSG	2171.5
BSN	15837
BSND	2945
BSPH1	967
BSPRY	1995.5
BST1	1444.5
BST2	1037
BSX	997
BTAF1	7247.6
BTBD1	2381
BTBD10	2840.23076923077
BTBD11	5427
BTBD16	2224.85714285714
BTBD18	2955
BTBD19	1244.66666666667
BTBD2	2553.5
BTBD3	8786.75
BTBD6	1688
BTBD7	6084.8
BTBD9	4173.16666666667
BTC	3166.5
BTD	2916
BTDA	472
BTDB	478
BTDC	480
BTF3	1000
BTF3L4	1401
BTG1	2553
BTG2	2826
BTG3	1430
BTG4	1329.66666666667
BTK	2593.5
BTLA	1346.25
BTN1A1	3001
BTN2A1	3491
BTN2A2	2875.28571428571
BTNL3	1809
BTNL8	2643
BTRC	3260.2
BUB1	3477
BUB1B	3719.75
BUB3	1904.5
BUD13	1583
BUD23	1253.5
BUD31	1021
BVES	1431
BYSL	1307
BZW1	3011.25
BZW2	1965
C10H2orf66	1808
C10H2orf69	3709
C10H2orf72	3614
C10H2orf76	980.352941176471
C10H2orf80	1311.2
C10H2orf83	1218
C10H2orf88	3444.88888888889
C11H10orf105	4927
C11H10orf120	1105
C11H10orf143	1134
C11H10orf53	866
C11H10orf62	1715
C11H10orf67	2165
C11H10orf71	9244.33333333333
C11H10orf82	1084.5
C11H10orf88	3082
C11H10orf90	3817.125
C11H10orf95	1311
C11H10orf99	1364
C12H11orf1	861.333333333333
C12H11orf16	2349
C12H11orf21	8444
C12H11orf24	3243.25
C12H11orf42	1157
C12H11orf49	1481.88888888889
C12H11orf52	1268
C12H11orf53	1200
C12H11orf54	993
C12H11orf58	2922.5
C12H11orf65	1281.57142857143
C12H11orf68	1626.5
C12H11orf71	738
C12H11orf80	2012.84615384615
C12H11orf86	1199
C12H11orf87	5903
C12H11orf88	722.666666666667
C12H11orf91	8117
C12H11orf94	2623
C12H11orf95	6701
C12H11orf96	1393
C12H11orf97	887
C12H11orf98	681
C13H9orf116	1309
C13H9orf129	1197
C13H9orf131	3394
C13H9orf135	911.8
C13H9orf139	2145
C13H9orf152	2776.5
C13H9orf153	2210.5
C13H9orf16	751
C13H9orf163	1700
C13H9orf24	961.833333333333
C13H9orf40	2372
C13H9orf43	2651.75
C13H9orf47	4885
C13H9orf50	1839
C13H9orf57	990
C13H9orf64	1817
C13H9orf78	1843
C13H9orf85	1074.5
C13H9orf92	514
C14H2orf15	1683
C14H2orf16	17160
C14H2orf42	2516.33333333333
C14H2orf49	2197.8
C14H2orf50	1374.66666666667
C14H2orf68	4246
C14H2orf73	1110
C14H2orf74	896
C14H2orf78	2975
C14H2orf81	2086.33333333333
C14H2orf92	2030
C15H13orf42	6395
C15H13orf46	2878.66666666667
C16H20orf141	1664
C16H20orf144	568
C16H20orf194	5886
C16H20orf202	2436
C16H20orf204	3010
C16H20orf27	1811.5
C16H20orf85	932
C16H20orf96	3389
C16H22orf15	898
C16H22orf23	1456.75
C16H22orf24	1199
C16H22orf31	1049.5
C16H22orf34	6107
C16H22orf39	2004
C16H22orf42	1133.33333333333
C17H17orf100	2502
C17H17orf107	914.333333333333
C17H17orf113	6968
C17H17orf49	1788.85714285714
C17H17orf50	899.333333333333
C17H17orf58	1408
C17H17orf64	881.333333333333
C17H17orf67	1945.63157894737
C17H17orf75	1426
C17H17orf77	1034
C17H17orf78	2646.33333333333
C17H17orf80	2551.4
C17H17orf97	1617.5
C17H17orf98	1062
C17H17orf99	2227.5
C18H16orf46	1864
C18H16orf54	2874
C18H16orf58	2794
C18H16orf70	2818
C18H16orf71	2383
C18H16orf72	3040.33333333333
C18H16orf74	1115.28571428571
C18H16orf78	1029
C18H16orf82	2431
C18H16orf86	1283.5
C18H16orf87	1387
C18H16orf89	1530
C18H16orf90	969
C18H16orf91	1004
C18H16orf92	940
C18H16orf95	2180.33333333333
C18H16orf96	4005.75
C19H18orf12	545
C19H18orf21	1509.5
C19H18orf25	4141.33333333333
C19H18orf32	1164
C19H18orf54	5843.55555555556
C19H18orf63	2327.33333333333
C1D	1250
C1GALT1	3092.16666666667
C1GALT1C1	1587
C1GALT1C1L	1298
C1H1orf100	754.333333333333
C1H1orf105	1967.5
C1H1orf109	2758.77777777778
C1H1orf112	2588.33333333333
C1H1orf115	3652
C1H1orf116	5402.66666666667
C1H1orf122	1252.5
C1H1orf127	2901.88888888889
C1H1orf131	1459.66666666667
C1H1orf141	2298.14285714286
C1H1orf146	1296
C1H1orf158	1017
C1H1orf159	1833
C1H1orf162	838
C1H1orf167	5249
C1H1orf174	1355.33333333333
C1H1orf185	873.666666666667
C1H1orf189	807
C1H1orf194	845
C1H1orf195	579
C1H1orf198	1491
C1H1orf21	3294
C1H1orf210	1012.5
C1H1orf216	2675.25
C1H1orf226	6999.71428571429
C1H1orf229	1175
C1H1orf232	791
C1H1orf35	1480.5
C1H1orf43	1491
C1H1orf50	1007
C1H1orf52	770.666666666667
C1H1orf53	677
C1H1orf54	674.8
C1H1orf56	3095
C1H1orf68	7919
C1H1orf74	2291
C1H1orf87	1917
C1H1orf94	3093
C1QA	1139
C1QB	1338
C1QBP	1323
C1QC	1179.5
C1QL1	1522
C1QL2	2597
C1QL3	4104
C1QL4	2073
C1QTNF1	3278.4
C1QTNF12	1419
C1QTNF2	3206
C1QTNF3	2486.33333333333
C1QTNF4	3919.33333333333
C1QTNF5	1344
C1QTNF6	1976
C1QTNF7	6735.33333333333
C1R	4325
C1RL	2986
C1S	2957
C20H19orf12	1793.28571428571
C20H19orf33	1054.5
C20H19orf38	1176
C20H19orf44	3460
C20H19orf47	1970.27272727273
C20H19orf53	1279
C20H19orf54	2709.85714285714
C20H19orf57	2766
C20H19orf67	1451.5
C20H19orf71	2893
C20H19orf73	726
C20H19orf81	926.333333333333
C20H19orf84	1575.66666666667
C2CD2	4602.4
C2CD2L	4385.25
C2CD3	7068.33333333333
C2CD4C	1335
C2CD4D	3024
C2CD5	4794.82352941176
C2CD6	3015.22222222222
C2H3orf14	886
C2H3orf18	3819
C2H3orf20	3967.6
C2H3orf22	996.666666666667
C2H3orf33	1456
C2H3orf35	3759
C2H3orf38	2642.5
C2H3orf49	3349
C2H3orf52	2312
C2H3orf56	1747
C2H3orf62	2677
C2H3orf70	2788.5
C2H3orf80	2593
C2H3orf84	1121.5
C2H3orf85	1604
C2H3orf86	1506.25
C3	4036
C3AR1	2068
C3H4orf17	1612.66666666667
C3H4orf19	3012.66666666667
C3H4orf3	636
C3H4orf33	2734.28571428571
C3H4orf36	810.8
C3H4orf45	1720.5
C3H4orf46	3649
C3H4orf47	1425.66666666667
C3H4orf48	439
C3H4orf51	1632
C3H4orf54	10875.5
C4BPA	2311.5
C4BPB	1164
C4H21orf58	2965
C4H21orf62	1332
C4H21orf91	1114.25
C4H7orf25	3045.5
C4H7orf26	2077
C4H7orf31	3250.33333333333
C4H7orf33	941
C4H7orf50	1276
C4H7orf57	2053
C4H7orf61	1331
C4H7orf65	2817
C4H7orf66	2252
C4H7orf77	4689
C5	5014
C5AR1	2466
C5AR2	1895.66666666667
C5H5orf15	2869
C5H5orf22	2349
C5H5orf24	4558.5
C5H5orf34	2392.75
C5H5orf38	777
C5H5orf46	1604
C5H5orf47	1203
C5H5orf49	1645
C5H5orf51	5351
C5H5orf52	837
C5H5orf58	529
C5H5orf60	1362
C5H5orf63	1114.30769230769
C6	2818
C6H6orf118	1766
C6H6orf120	2693
C6H6orf132	4672
C6H6orf136	1670
C6H6orf141	3501
C6H6orf15	2343
C6H6orf163	3437.5
C6H6orf201	1019.66666666667
C6H6orf226	411
C6H6orf52	962.75
C6H6orf58	4839
C6H6orf62	2672
C6H6orf89	2342
C7	4227
C7H14orf119	1142.6
C7H14orf132	1352
C7H14orf180	2697.33333333333
C7H14orf28	2919
C7H14orf39	2643
C7H14orf93	2606.6
C7H15orf40	927.8
C7H15orf41	2526.83333333333
C7H15orf48	782.5
C7H15orf56	2374
C7H15orf61	757
C7H15orf62	4448
C8A	2382
C8B	2511.5
C8G	1551
C8H19orf18	1256
C8H8orf33	1097.5
C8H8orf34	2850
C8H8orf37	3378.5
C8H8orf48	1434
C8H8orf49	1173
C8H8orf58	2068.28571428571
C8H8orf74	1297
C8H8orf76	1388
C8H8orf82	1908.33333333333
C8H8orf86	1997
C8H8orf88	929
C8H8orf89	884
C9	2088
C9H12orf10	1399
C9H12orf29	6190.57142857143
C9H12orf4	3863
C9H12orf40	3394.8
C9H12orf42	2037.78571428571
C9H12orf43	3107.33333333333
C9H12orf45	867.5
C9H12orf49	3226.33333333333
C9H12orf50	1815.83333333333
C9H12orf54	669.142857142857
C9H12orf56	2499.66666666667
C9H12orf57	1217.5
C9H12orf60	1145.375
C9H12orf65	1876.4
C9H12orf66	2321.5
C9H12orf71	1057.5
C9H12orf73	889
C9H12orf75	1180.66666666667
C9H12orf76	1705
C9H12orf77	1088
C9orf72	3824
CA1	1425
CA10	3491
CA11	1048
CA12	4475
CA13	3433.5
CA14	1634
CA2	1936
CA3	2322
CA4	1161
CA5A	1490.66666666667
CA5B	2608.92307692308
CA6	2649.875
CA7	1527
CA8	2202.25
CA9	1064
CAAP1	3077
CAB39	4907
CAB39L	1879
CABCOCO1	1936.75
CABIN1	7012.8
CABLES1	5161
CABLES2	3746
CABP1	1940
CABP2	3726
CABP4	2125.33333333333
CABP5	2028.5
CABP7	3416
CABS1	1551
CABYR	1809.9
CACFD1	2510.83333333333
CACHD1	5974.83333333333
CACNA1A	8602.75
CACNA1C	9660.39130434783
CACNA1D	9143.52941176471
CACNA1E	16166.1666666667
CACNA1F	5531
CACNA1G	10511.4166666667
CACNA1I	10328
CACNA1S	5995
CACNA2D1	6227.54545454545
CACNA2D3	3606.4
CACNA2D4	5032
CACNB1	3269.8
CACNB2	5112
CACNB3	3480.75
CACNB4	11743.2857142857
CACNG1	1318
CACNG2	5843
CACNG3	4055
CACNG4	3922
CACNG5	8053
CACNG6	2382
CACNG7	2418.25
CACNG8	1406
CACTIN	3131
CACUL1	6661
CACYBP	1874
CAD	7181.2
CADM1	4011.28571428571
CADM2	5371
CADM3	2522
CADM4	2576
CADPS	5342.66666666667
CADPS2	4227.625
CAGE1	2780.8
CALB1	1737
CALB2	1520
CALCA	4075
CALCOCO1	3037.33333333333
CALCOCO2	2986.66666666667
CALCR	6362
CALCRL	4903
CALD1	4733.5
CALHM1	3104
CALHM2	2573
CALHM3	2606
CALHM4	3411.5
CALHM5	5124
CALHM6	1651.5
CALM1	4259
CALM2	1210
CALM3	2334.33333333333
CALML3	1346
CALML4	801
CALML5	2028
CALML6	3300
CALN1	9576
CALR	1932
CALR3	1302
CALU	2547.66666666667
CALY	978.666666666667
CAMK1	1514
CAMK1D	3119.35714285714
CAMK1G	2349.33333333333
CAMK2A	5284
CAMK2B	2210.9375
CAMK2D	4724.26086956522
CAMK2G	3747.66666666667
CAMK2N1	2326
CAMK2N2	1456
CAMK4	1785.33333333333
CAMKK1	3714.57142857143
CAMKK2	4320.2
CAMKMT	1529
CAMKV	3253
CAMLG	1481.5
CAMP	743.5
CAMSAP1	7686.85714285714
CAMSAP2	6888.16666666667
CAMSAP3	5011.71428571429
CAMTA1	6603.03225806452
CAMTA2	4673.33333333333
CAND1	5821.5
CAND2	4175.75
CANT1	4204.66666666667
CANX	4723
CAP1	2796.1
CAP2	2901
CAPG	1256.83333333333
CAPN1	3226.75
CAPN10	3763
CAPN11	2463.66666666667
CAPN12	3078
CAPN13	4491
CAPN14	3874
CAPN2	3338.66666666667
CAPN3	2826.625
CAPN5	4401
CAPN6	3691
CAPN7	3584.5
CAPN8	3647
CAPN9	2569
CAPNS2	4193
CAPRIN1	4280.5
CAPRIN2	3792.78260869565
CAPS	1473
CAPS2	5885.33333333333
CAPSL	1091.5
CAPZA1	2999
CAPZA2	2337
CAPZA3	1076
CAPZB	1499.75
CARD10	4075
CARD11	4199.77777777778
CARD14	4194
CARD16	693
CARD19	1245.42857142857
CARD6	4526
CARD8	1517
CARD9	4634
CARF	3127.25
CARHSP1	3440
CARM1	3144.75
CARMIL1	5578.7
CARMIL2	4472.25
CARMIL3	4588.125
CARNMT1	4001.6
CARNS1	4577.54545454545
CARS1	2705.42857142857
CARS2	1814.54545454545
CARTPT	915
CASC1	2659.38461538462
CASC3	4098.33333333333
CASC4	3998
CASD1	4355
CASK	8175.75
CASKIN1	5526.66666666667
CASKIN2	5772
CASP1	1815.6
CASP10	2432.33333333333
CASP14	839
CASP2	2226.25
CASP3	2900.6
CASP5	4642.75
CASP6	1837.4
CASP7	2516.66666666667
CASP8	1935.54545454545
CASP8AP2	6919.53846153846
CASP9	1832
CASQ1	2259
CASQ2	3026
CASR	5155.5
CASS4	5035.8
CAST	3068.52631578947
CASTOR1	1870.85714285714
CASTOR2	8192
CASZ1	6597.66666666667
CAT	2293
CATIP	1489
CATSPER1	2887
CATSPER2	839
CATSPER3	1605
CATSPER4	2332.5
CATSPERB	4570.66666666667
CATSPERD	2613
CATSPERE	3461.14285714286
CATSPERG	3805.46153846154
CATSPERZ	864
CAV1	2579
CAV2	2043
CAV3	1427
CAVIN1	3794
CAVIN2	3242
CAVIN3	2006
CAVIN4	1955
CBARP	3343
CBFA2T2	6887
CBFA2T3	3953
CBFB	2375.66666666667
CBL	10928
CBLB	6544.45
CBLC	1507.33333333333
CBLIF	1496
CBLL1	5269
CBLL2	1549
CBLN1	2423
CBLN2	5954.5
CBLN3	5126
CBLN4	4071
CBR1	1395
CBR3	1263
CBR4	2755.83333333333
CBS	2662.2
CBX1	2312
CBX2	4942
CBX3	1901.25
CBX4	2660
CBX5	1123
CBX6	6048.5
CBX7	3992
CBX8	2381
CBY1	1238.375
CBY2	1759
CBY3	1707
CC2D1A	3508.2
CC2D1B	4037.5
CC2D2A	5421.5
CC2D2B	5009
CCAR1	3907
CCAR2	3665.33333333333
CCBE1	3737
CCDC102A	2975
CCDC102B	2779.28571428571
CCDC103	996
CCDC105	1757
CCDC106	2817.2
CCDC107	840.5
CCDC110	2645.66666666667
CCDC112	2394.75
CCDC113	1215.5
CCDC114	2861.29411764706
CCDC116	3908
CCDC117	4597
CCDC12	1245.66666666667
CCDC120	5425
CCDC121	2591.5
CCDC122	2398.83333333333
CCDC124	1007
CCDC125	2093.75
CCDC126	2592.22222222222
CCDC13	3187.85714285714
CCDC130	2136.8
CCDC134	1412.58333333333
CCDC136	3179
CCDC137	2254
CCDC138	2192.44444444444
CCDC14	3864.75
CCDC141	7356.2
CCDC142	2726.57142857143
CCDC146	3166.5
CCDC148	1602
CCDC149	4181.33333333333
CCDC15	2980.875
CCDC150	3272
CCDC151	2263.5
CCDC152	2289
CCDC153	987.625
CCDC154	2728
CCDC155	2396.0625
CCDC157	2628
CCDC158	3782
CCDC159	1503.6875
CCDC160	2439
CCDC162P	3524
CCDC163	1001.75
CCDC166	1435
CCDC167	592.333333333333
CCDC168	20269.5
CCDC169	1201.875
CCDC17	3327.66666666667
CCDC170	2815
CCDC171	4393.5
CCDC172	1565.33333333333
CCDC173	1854
CCDC174	3871
CCDC175	2931.33333333333
CCDC177	6479
CCDC178	3597.66666666667
CCDC179	483
CCDC180	5689
CCDC181	2259.25
CCDC182	675
CCDC183	2090
CCDC184	4934
CCDC185	2058
CCDC186	7232.5
CCDC188	1447.66666666667
CCDC189	1360
CCDC190	2028
CCDC191	3788.5
CCDC192	1841
CCDC196	1091.25
CCDC197	2250.66666666667
CCDC198	1566
CCDC200	1273.5
CCDC22	2306
CCDC24	1393.7
CCDC25	3179.8
CCDC27	2383.5
CCDC28A	1393.5
CCDC28B	3183.5
CCDC3	2650.5
CCDC30	3383.8
CCDC32	1466.11111111111
CCDC33	3582
CCDC34	2477
CCDC36	3306.66666666667
CCDC38	2267
CCDC39	3812
CCDC40	4443
CCDC42	1463.33333333333
CCDC43	2440
CCDC47	3295
CCDC50	8130
CCDC51	1574.2
CCDC54	1437
CCDC57	3877.94736842105
CCDC58	1000
CCDC6	6540
CCDC60	2338.25
CCDC61	3430.44444444444
CCDC62	4008
CCDC63	2000.5
CCDC65	1809
CCDC66	2975.69230769231
CCDC68	3813
CCDC69	3085
CCDC7	3106
CCDC70	1172
CCDC71	1033
CCDC71L	4455
CCDC73	4108.5
CCDC77	2199.57142857143
CCDC8	2872
CCDC80	3980
CCDC81	2349
CCDC82	3134.33333333333
CCDC83	1842
CCDC84	1188.75
CCDC85A	3899.4
CCDC85B	1496
CCDC85C	1782
CCDC86	1993
CCDC87	2925
CCDC88A	8189.15384615385
CCDC88B	4512.4
CCDC88C	6671
CCDC89	1983
CCDC9	1980
CCDC90B	1404
CCDC91	2611.94736842105
CCDC92	4116.25
CCDC92B	704
CCDC93	5577.6
CCDC96	2406
CCDC97	3486.33333333333
CCDC9B	5663
CCER1	1839
CCER2	1561
CCHCR1	2764.38461538462
CCIN	2193
CCK	829
CCKAR	2197
CCKBR	2234
CCL1	1034
CCL11	2362
CCL13	2021
CCL14	848
CCL15	1062
CCL16	892.5
CCL17	572
CCL18	2566
CCL19	764
CCL2	297
CCL20	914.5
CCL21	875
CCL22	2609
CCL24	1424
CCL25	1053.5
CCL26	679
CCL27	1252
CCL28	2051.33333333333
CCL3L3	236
CCL5	737.5
CCL7	1359
CCL8	1230
CCM2	2201.72727272727
CCM2L	2689.6
CCN1	2047
CCN2	1780
CCN3	2602
CCN4	5429.5
CCN6	4242
CCNA1	2136.4
CCNA2	2686
CCNB1	1665
CCNB1IP1	1840.33333333333
CCNB3	5281.5
CCNC	2624
CCND1	4258
CCND2	6510
CCND3	1865.15384615385
CCNDBP1	1603.5
CCNE1	1908.4
CCNE2	2623.375
CCNF	2687.4
CCNG1	2520
CCNG2	2707.33333333333
CCNH	4446.75
CCNI	2821
CCNI2	1604.5
CCNJ	4234.5
CCNJL	3173
CCNK	2686
CCNL1	1946
CCNL2	1823.625
CCNO	1759
CCNQ	1788.5
CCNT1	4324
CCNT2	4851.85714285714
CCNY	3842.33333333333
CCNYL1	3855.5
CCP110	4829.66666666667
CCR1	2920
CCR10	2179
CCR3	2223.77777777778
CCR4	2192
CCR5	2234
CCR6	3861.33333333333
CCR7	2147
CCR8	1701
CCR9	4005.5
CCRL2	2043.5
CCS	1139
CCSAP	2684.5
CCSER1	4851.66666666667
CCSER2	6796.58333333333
CCT2	1978
CCT3	2089
CCT4	1942
CCT5	2145
CCT6A	2694
CCT6B	2095
CCT7	1913.5
CCT8	2059.8
CCT8L2	2241
CCZ1	1502
CD101	7757.5
CD109	5895.5
CD14	1883
CD151	1539.5
CD163	3662
CD163L1	4339.4
CD164	3227.5
CD164L2	1484
CD177	1672
CD180	3776.5
CD19	1992.6
CD1A	1807
CD1B	1759
CD1C	2526.66666666667
CD1D	3809.25
CD2	1601
CD200	2430.52631578947
CD207	3389
CD209	2557
CD22	2868.57142857143
CD226	6773.6
CD24	1737.5
CD244	2534.33333333333
CD247	1519.25
CD248	2568
CD27	1263
CD274	4411.8
CD276	3585.33333333333
CD28	4013.66666666667
CD2AP	5070.5
CD2BP2	1492
CD300A	1668.75
CD300C	1449
CD300E	3695
CD300H	3007
CD300LB	2382
CD300LF	1625
CD300LG	2009.22222222222
CD302	1300.125
CD320	1683.5
CD33	2533.625
CD34	2049
CD36	2700
CD37	1235.5
CD38	5448
CD3D	690
CD3E	1552
CD3EAP	2235.66666666667
CD3G	900
CD4	3114
CD40	1310.3
CD40LG	1286
CD44	4853.22580645161
CD46	3270.7
CD47	1373.57142857143
CD48	1269.66666666667
CD5	2726
CD52	508
CD53	1839.75
CD55	2397.70588235294
CD58	1099.33333333333
CD59	1787.5
CD5L	1698
CD6	3146.83333333333
CD63	993
CD68	2224
CD69	1711
CD7	1306
CD70	993
CD72	1540.66666666667
CD74	1538
CD79A	1312
CD79B	1121
CD80	2002.33333333333
CD81	1461
CD82	2342.11111111111
CD83	2366
CD84	4003.11111111111
CD86	3061.81818181818
CD8A	2888
CD8B	1170.66666666667
CD9	1293
CD93	7368
CD96	3820.33333333333
CD99L2	1731
CDA	870.4
CDADC1	3465
CDAN1	3809
CDC123	1395
CDC14A	2880.375
CDC14B	3450.58823529412
CDC14C	3597
CDC16	2097.66666666667
CDC20	1925
CDC20B	3013
CDC23	2639
CDC25A	3742.5
CDC25B	3155.71428571429
CDC25C	2179.4
CDC26	780.363636363636
CDC27	4282.11111111111
CDC37	1729.5
CDC37L1	1706
CDC40	4098
CDC42	1512.33333333333
CDC42BPA	9886.35
CDC42BPB	6381
CDC42BPG	5512.25
CDC42EP1	2729.33333333333
CDC42EP2	2263
CDC42EP3	6455
CDC42EP4	3455
CDC42EP5	686.5
CDC42SE1	3257.4
CDC42SE2	3676
CDC45	2044
CDC5L	3026
CDC6	3804.4
CDC7	3429.6
CDC73	4782
CDCA2	3544.8
CDCA3	1478
CDCA4	2547
CDCA5	1750.25
CDCA7	2748.28571428571
CDCA7L	1738.375
CDCA8	2430
CDCP1	5328
CDCP2	3602
CDH1	5196.5
CDH11	5508
CDH12	4577.6
CDH13	3410.66666666667
CDH15	2827
CDH16	2928
CDH17	4750
CDH18	5119.9
CDH19	6775
CDH2	3858.25
CDH20	9173.28571428571
CDH22	3320
CDH23	9592.36363636364
CDH24	3488.28571428571
CDH26	3421.64285714286
CDH3	3686
CDH4	3088
CDH5	4191
CDH6	8204.5
CDH7	11603.3333333333
CDH8	4651.66666666667
CDH9	8383.5
CDHR1	7294
CDHR2	4160
CDHR3	3242
CDHR4	3333
CDHR5	2824
CDIP1	2802
CDIPT	2013.66666666667
CDK1	1911
CDK10	1417.3125
CDK11B	3495.22222222222
CDK12	6358.85
CDK13	6800.5
CDK14	4421.33333333333
CDK15	2108
CDK16	3336.66666666667
CDK17	3797
CDK18	4064.33333333333
CDK19	6339.55555555556
CDK2	2463.5
CDK20	1726.5
CDK2AP1	1267.85714285714
CDK2AP2	1377
CDK4	1567
CDK5	1139.5
CDK5R1	3305
CDK5R2	2515
CDK5RAP1	2432
CDK5RAP2	6324.6
CDK5RAP3	1898.33333333333
CDK6	10234.5
CDK7	2203.66666666667
CDK8	2929.5
CDK9	2226
CDKAL1	3388.66666666667
CDKL1	2041
CDKL2	5020
CDKL3	2653.89473684211
CDKL4	1449
CDKL5	3929.8
CDKN1A	2259.4
CDKN1B	3101.5
CDKN1C	1610.2
CDKN2AIP	3619.66666666667
CDKN2AIPNL	756
CDKN2B	3854
CDKN2C	2036.5
CDKN2D	1211
CDKN3	893
CDNF	791
CDO1	1848
CDON	8065.33333333333
CDPF1	3939
CDR1	2419
CDR2	3610
CDR2L	3397.66666666667
CDRT1	4090.6
